168, 165, 148, 126, 104, 85, 66, 47, 29, 12, 0, -7, -11, -13, -15, -17, -19, -20, -22, -24, -25, -27, -28, -30, -30, -30, -30, -29, -28, -27, -26, -25, -24, -23, -23, -22, -19, -6, 22, 63, 103, 128, 133, 123, 103, 81, 60, 42, 26, 12, 1, -5, -9, -11, -12, -14, -18, -22, -27, -33, -39, -44, -47, -49, -50, -51, -50, -49, -47, -45, -44, -42, -40, -39, -37, -35, -33, -29, -19, 4, 45, 94, 133, 154, 155, 142, 121, 100, 80, 61, 42, 24, 7, -5, -13, -17, -19, -21, -22, -25, -30, -35, -40, -44, -48, -50, -51, -51, -50, -49, -47, -45, -43, -42, -41, -41, -40, -39, -37, -35, -30, -15, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-60, -67, -72, -75, -77, -78, -79, -79, -78, -77, -76, -75, -74, -73, -72, -70, -68, -60, -37, 5, 58, 106, 136, 145, 136, 118, 96, 75, 57, 41, 26, 11, 0, -8, -13, -17, -20, -24, -30, -38, -47, -55, -63, -70, -75, -77, -79, -79, -78, -77, -76, -74, -72, -70, -67, -63, -59, -55, -51, -43, -22, 19, 74, 125, 158, 169, 160, 140, 115, 91, 69, 49, 30, 13, 0, -6, -8, -7, -6, -7, -9, -14, -21, -29, -36, -42, -47, -49, -49, -48, -45, -42, -39, -37, -36, -34, -32, -31, -30, -25, -4, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-53, 13, 80, 131, 156, 156, 139, 113, 87, 62, 39, 16, -5, -23, -34, -39, -40, -39, -39, -41, -47, -55, -63, -71, -76, -79, -81, -82, -81, -79, -76, -72, -67, -61, -56, -51, -41, -18, 26, 88, 148, 191, 208, 202, 178, 145, 111, 78, 48, 22, 2, -10, -15, -15, -13, -12, -14, -19, -27, -36, -46, -55, -63, -69, -72, -73, -74, -73, -72, -71, -69, -66, -64, -63, -59, -44, -5, 55, 123, 179, 211, 218, 206, 183, 156, 129, 100, 70, 38, 7, -18, -37, -47, -52, -52, -52, -52, -53, -55, -57, -58, -58, -58, -56, -54, -52, -49, -47, -46, -44, -44, -43, -42, -42, -42, -37, -13, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
132, 102, 75, 53, 35, 20, 11, 7, 8, 10, 11, 9, 4, -4, -15, -27, -39, -50, -59, -66, -70, -72, -73, -72, -71, -68, -65, -62, -59, -57, -55, -50, -33, 6, 64, 123, 166, 185, 181, 161, 134, 106, 82, 60, 40, 22, 9, 1, -2, -4, -7, -11, -18, -28, -39, -51, -62, -71, -77, -81, -81, -81, -79, -77, -75, -73, -71, -69, -66, -64, -62, -60, -54, -36, 4, 64, 127, 174, 195, 194, 175, 149, 122, 97, 75, 55, 37, 22, 10, 4, 0, -2, -6, -12, -21, -32, -44, -56, -66, -74, -80, -84, -86, -86, -86, -85, -84, -82, -80, -77, -75, -72, -69, -67, -59, -36, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-27, -31, -35, -43, -52, -62, -72, -80, -86, -90, -92, -93, -93, -91, -88, -85, -82, -80, -77, -75, -74, -73, -73, -65, -39, 11, 76, 136, 178, 195, 190, 171, 146, 120, 94, 70, 46, 25, 7, -3, -10, -14, -17, -22, -29, -39, -50, -61, -72, -81, -88, -91, -93, -91, -89, -85, -80, -76, -71, -66, -61, -57, -54, -47, -25, 18, 79, 139, 181, 200, 196, 176, 150, 122, 96, 71, 45, 22, 3, -9, -16, -20, -23, -27, -33, -41, -51, -60, -68, -75, -81, -84, -86, -87, -87, -87, -86, -84, -80, -77, -73, -70, -67, -66, -59, -37, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
69, 133, 174, 190, 184, 165, 142, 118, 95, 72, 48, 25, 6, -5, -13, -18, -22, -29, -38, -50, -63, -76, -89, -99, -107, -114, -119, -122, -124, -124, -122, -120, -117, -113, -109, -105, -101, -97, -91, -71, -26, 44, 122, 187, 226, 237, 228, 207, 182, 157, 133, 108, 81, 53, 29, 10, -1, -8, -13, -17, -24, -33, -44, -57, -70, -83, -96, -106, -114, -117, -117, -114, -110, -105, -100, -95, -91, -87, -84, -81, -69, -37, 23, 99, 169, 217, 238, 236, 221, 198, 175, 150, 125, 98, 72, 49, 32, 20, 12, 5, -3, -14, -27, -43, -59, -75, -89, -101, -110, -117, -121, -123, -123, -122, -120, -117, -113, -109, -105, -101, -92, -67, -14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-91, -85, -79, -74, -67, -54, -35, -17, -3, 2, 2, 0, -2, -5, -10, -15, -20, -25, -28, -30, -30, -30, -30, -29, -29, -29, -29, -29, -29, -29, -29, -29, -29, -28, -27, -26, -25, -25, -25, -25, -25, -24, -21, -11, 6, 26, 43, 51, 50, 43, 34, 25, 18, 11, 4, -3, -9, -14, -18, -20, -20, -21, -22, -23, -25, -27, -30, -31, -32, -32, -32, -32, -31, -31, -30, -28, -27, -25, -24, -22, -21, -19, -16, -6, 12, 37, 61, 75, 79, 75, 66, 56, 47, 39, 30, 21, 12, 4, -2, -7, -9, -11, -12, -15, -18, -22, -26, -29, -32, -33, -34, -34, -34, -33, -32, -32, -31, -30, -29, -27, -25, -22, -19, -15, -9, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-9, -11, -11, -11, -11, -12, -14, -16, -17, -19, -20, -20, -20, -19, -18, -16, -15, -14, -13, -13, -12, -9, -1, 13, 33, 52, 61, 60, 52, 40, 29, 19, 11, 5, 0, -6, -11, -14, -15, -14, -14, -14, -15, -16, -17, -18, -18, -19, -19, -18, -18, -17, -16, -14, -13, -11, -10, -9, -7, -4, 1, 15, 36, 61, 79, 86, 81, 69, 56, 45, 36, 29, 20, 11, 3, -3, -9, -14, -18, -22, -24, -26, -27, -27, -28, -28, -28, -29, -29, -30, -31, -31, -31, -32, -32, -32, -31, -30, -28, -26, -20, -9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
45, 45, 42, 39, 34, 29, 24, 19, 14, 11, 10, 10, 12, 13, 14, 14, 13, 12, 11, 10, 9, 8, 6, 5, 4, 2, 1, 0, 1, 2, 3, 2, 1, 0, -2, -5, -8, -12, -17, -22, -27, -30, -30, -28, -24, -20, -16, -10, -4, 2, 9, 15, 19, 21, 22, 21, 19, 13, 6, -2, -10, -15, -17, -16, -14, -12, -11, -10, -6, 0, 7, 13, 16, 16, 15, 13, 11, 10, 10, 9, 9, 8, 7, 6, 5, 4, 2, 1, 0, 2, 4, 7, 11, 19, 31, 44, 53, 55, 50, 39, 26, 11, -2, -15, -26, -35, -42, -47, -51, -52, -52, -49, -45, -40, -33, -25, -18, -14, -11, -9, -9, -10, -13, -15, -16, -16, -17, -19, -20, -20, -20, -19, -17, -16, -13, -8, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11, 21, 27, 28, 26, 23, 18, 14, 10, 7, 3, 0, -1, -3, -4, -5, -5, -5, -5, -5, -5, -6, -7, -8, -10, -10, -11, -12, -13, -14, -15, -15, -16, -16, -15, -15, -14, -13, -9, -2, 7, 18, 26, 29, 29, 26, 22, 18, 14, 10, 7, 3, 0, -3, -4, -5, -5, -5, -5, -5, -6, -7, -8, -9, -10, -10, -10, -10, -10, -10, -10, -10, -9, -8, -6, -5, -4, -4, -4, -2, 2, 12, 25, 38, 47, 50, 48, 43, 39, 34, 29, 25, 22, 21, 21, 22, 23, 22, 20, 16, 11, 5, 0, -7, -13, -18, -21, -24, -26, -28, -28, -28, -27, -26, -25, -24, -23, -23, -23, -21, -17, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
